"","YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","HRW","hathaway","ITT","genocide","rummel","massive_repression","executions","negative_sanctions","mass_killing","killing_low","killing_best","killing_high","killing_present","COW_YEAR","id","theta_mean","theta_sd"
"8893",1976,NA,670,NA,NA,NA,NA,3,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"670-1976",8351,-0.109475428770232,0.274553648506203
"8894",1977,NA,670,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"670-1977",8352,-0.183328426794928,0.250842314256259
"8895",1978,NA,670,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"670-1978",8353,-0.189186848940618,0.261030393342451
"8896",1979,NA,670,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"670-1979",8354,-0.362578584064106,0.264767258874344
"8897",1980,NA,670,NA,NA,NA,NA,3,2,NA,NA,NA,0,0,0,1,1,0,NA,NA,NA,NA,"670-1980",8355,-0.524185324224724,0.236358860601735
"8898",1981,554,670,2,2,NA,0,NA,2,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"670-1981",8356,-0.572720105288406,0.232978803364029
"8899",1982,554,670,2,2,0,0,NA,2,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"670-1982",8357,-0.636052280334977,0.217360479857256
"8900",1983,554,670,2,2,0,0,3,2,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"670-1983",8358,-0.684796831075042,0.207580231071239
"8901",1984,554,670,2,2,0,0,3,2,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"670-1984",8359,-0.712599639873997,0.202798304099094
"8902",1985,554,670,2,2,0,0,3,2,NA,3,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"670-1985",8360,-0.746864781862027,0.195664722962168
"8903",1986,554,670,2,2,0,0,3,2,NA,2,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"670-1986",8361,-0.764147267730694,0.202311768677296
"8904",1987,554,670,2,2,0,0,3,3,NA,4,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"670-1987",8362,-0.846342626233488,0.195320911430699
"8905",1988,554,670,2,2,1,0,3,2,NA,3,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,"670-1988",8363,-0.784541066548252,0.193248272683618
"8906",1989,554,670,2,1,0,0,3,2,NA,4,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-1989",8364,-0.81142257736252,0.19334768528655
"8907",1990,554,670,2,2,0,0,3,2,NA,4,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-1990",8365,-0.699337709862844,0.203858654903335
"8908",1991,554,670,2,2,0,1,3,2,NA,4,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-1991",8366,-0.631134157048417,0.199838499979544
"8909",1992,554,670,2,2,0,0,2,3,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-1992",8367,-0.629153999410348,0.194973621199797
"8910",1993,554,670,2,2,0,0,3,3,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-1993",8368,-0.646200110524693,0.19239767427322
"8911",1994,554,670,2,2,0,0,3,2,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-1994",8369,-0.618515642475892,0.200074360257988
"8912",1995,554,670,2,2,0,0,4,3,NA,3,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-1995",8370,-0.717059687286167,0.199487875289979
"8913",1996,554,670,2,1,0,0,3,2,NA,3,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-1996",8371,-0.653258323088696,0.201162739631221
"8914",1997,554,670,2,2,0,0,4,2,NA,3,5,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-1997",8372,-0.6141889157524,0.200456281376492
"8915",1998,554,670,2,2,0,1,4,3,NA,3,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-1998",8373,-0.625669798226471,0.208846404736806
"8916",1999,554,670,2,2,0,1,4,3,NA,3,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-1999",8374,-0.582245257806437,0.206999222250007
"8917",2000,554,670,2,2,0,1,3,3,NA,NA,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-2000",8375,-0.490332161536012,0.205339398973462
"8918",2001,554,670,2,2,0,1,3,3,NA,NA,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-2001",8376,-0.430939699872485,0.212187890606577
"8919",2002,554,670,2,2,0,1,3,3,NA,NA,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-2002",8377,-0.384309854454464,0.208171459313753
"8920",2003,554,670,2,2,0,1,3,3,NA,NA,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-2003",8378,-0.337749370394538,0.211402317058114
"8921",2004,554,670,2,1,0,1,3,3,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-2004",8379,-0.340201100598389,0.214171515584725
"8922",2005,554,670,2,2,0,1,3,3,NA,NA,5,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-2005",8380,-0.348337429320769,0.226108870149585
"8923",2006,554,670,2,1,0,1,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-2006",8381,-0.460263479128856,0.229722443048218
"8924",2007,554,670,2,1,0,0,4,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-2007",8382,-0.682005038193039,0.226094364092557
"8925",2008,554,670,2,1,0,0,4,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-2008",8383,-0.811989077401189,0.21496631876712
"8926",2009,554,670,1,1,0,0,4,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-2009",8384,-0.964837526449289,0.209290627714377
"8927",2010,554,670,2,1,0,0,4,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-2010",8385,-0.885358899382899,0.207595966427632
"8928",2011,554,670,0,1,0,0,4,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-2011",8386,-0.880860301925827,0.21451410471195
"8929",2012,NA,670,NA,NA,NA,NA,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-2012",8387,-0.751735882018341,0.230951258257733
"8930",2013,NA,670,NA,NA,NA,NA,NA,3,3,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-2013",8388,-0.692880734347552,0.230269692322988
"8931",2014,NA,670,NA,NA,NA,NA,3,3,3,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-2014",8389,-0.703309741004365,0.22128604765529
"8932",2015,NA,670,NA,NA,NA,NA,4,3,3,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-2015",8390,-0.802856890894087,0.22096821225522
"8933",2016,NA,670,NA,NA,NA,NA,4,3,4,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-2016",8391,-0.938049696485967,0.218200578263506
"8934",2017,NA,670,NA,NA,NA,NA,4,3,4,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"670-2017",8392,-0.995758828178856,0.241237090037908
"8935",1946,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,"678-1946",8393,-0.55148257427042,0.483993962242336
"8936",1947,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,"678-1947",8394,-0.596937202830034,0.457448838939845
"8937",1948,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,NA,NA,"678-1948",8395,-0.654534739024664,0.433957131583448
"8938",1949,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,"678-1949",8396,-0.647720930176966,0.40826423325998
"8939",1950,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"678-1950",8397,-0.590781889505602,0.394682924996322
"8940",1951,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,"678-1951",8398,-0.546785549348278,0.393619618827487
"8941",1952,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"678-1952",8399,-0.559222938396523,0.385827709063341
"8942",1953,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,"678-1953",8400,-0.569645163848775,0.385899775914597
"8943",1954,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,"678-1954",8401,-0.559021632905006,0.382402713796361
"8944",1955,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,"678-1955",8402,-0.615350803402625,0.38079637357989
"8945",1956,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"678-1956",8403,-0.621592036780664,0.380170515076139
"8946",1957,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"678-1957",8404,-0.676326395694183,0.368724552098287
"8947",1958,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"678-1958",8405,-0.802875086475128,0.365621420956536
"8948",1959,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,NA,NA,NA,NA,"678-1959",8406,-0.961358838803954,0.35598318916156
"8949",1960,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"678-1960",8407,-1.08934370535606,0.356393819924986
"8950",1961,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,NA,NA,NA,NA,"678-1961",8408,-1.34036032377767,0.3644818446048
"8951",1962,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"678-1962",8409,-1.91293876263477,0.272515592808965
"8952",1963,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"678-1963",8410,-2.0576083378231,0.242373944697001
"8953",1964,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"678-1964",8411,-2.11053424557398,0.229329454056578
"8954",1965,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"678-1965",8412,-2.13812165698444,0.229701011706641
"8955",1966,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"678-1966",8413,-2.1482690702125,0.232258256061086
"8956",1967,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"678-1967",8414,-2.14432198613908,0.229306986858065
"8957",1968,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"678-1968",8415,-2.11353079061289,0.227565405187822
"8958",1969,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"678-1969",8416,-2.04102354222439,0.233114454531036
"8959",1970,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"678-1970",8417,-1.958885559374,0.239950438916799
"8960",1971,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,NA,"678-1971",8418,-1.72617456915513,0.251590917043005
"8961",1972,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,0,NA,NA,NA,NA,"678-1972",8419,-1.56171136428986,0.265768862156541
"8962",1973,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,NA,NA,NA,NA,"678-1973",8420,-1.29675090462103,0.289700123359064
"8963",1974,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"678-1974",8421,-1.09568466204766,0.288751036019962
"8964",1975,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"678-1975",8422,-0.974036165505527,0.281704192611109
"8965",1976,NA,678,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"678-1976",8423,-0.90675718130718,0.264701992287571
"8966",1977,NA,678,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,0,1,1,0,NA,NA,NA,NA,"678-1977",8424,-0.930010769269701,0.24365513860267
"8967",1978,NA,678,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,"678-1978",8425,-0.993925534969797,0.23423976727041
"8968",1979,NA,678,NA,NA,NA,NA,NA,3,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"678-1979",8426,-1.0823185538414,0.222366738594441
"8969",1980,NA,678,NA,NA,NA,NA,NA,3,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"678-1980",8427,-1.13987706999325,0.216285991730596
"8970",1981,683,678,0,2,1,0,NA,3,NA,NA,NA,0,0,0,1,1,0,NA,NA,NA,NA,"678-1981",8428,-1.19296476836013,0.204967101664245
"8971",1982,683,678,1,1,1,1,NA,3,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"678-1982",8429,-1.13464775772431,0.201218152791525
"8972",1983,683,678,1,2,1,1,NA,3,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"678-1983",8430,-1.05728818956769,0.2034968657774
"8973",1984,683,678,1,2,1,0,NA,3,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"678-1984",8431,-0.991117414930097,0.207459695473813
"8974",1985,683,678,1,2,2,1,2,2,NA,3,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"678-1985",8432,-0.859947981197098,0.217574405299113
"8975",1986,683,678,2,2,1,1,NA,4,NA,3,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"678-1986",8433,-1.01311384587065,0.216572055045772
"8976",1987,683,678,1,2,1,0,3,3,NA,3,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"678-1987",8434,-1.10581892545989,0.20348759047162
"8977",1988,683,678,2,1,1,0,3,4,NA,3,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,"678-1988",8435,-1.21873141899878,0.208126481765442
"8978",1989,683,678,1,2,0,0,3,3,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"678-1989",8436,-1.19809614419139,0.22092948652417
"8979",1990,683,678,1,2,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"678-1990",8437,-1.11299868187359,0.27723116646481
"8980",1990,NA,679,NA,NA,NA,NA,2,3,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-1990",8438,-0.878282850188481,0.257117889481106
"8981",1991,680,679,1,1,0,1,2,3,NA,5,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-1991",8439,-0.993893636657163,0.216772168475435
"8982",1992,680,679,1,1,0,0,3,3,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-1992",8440,-1.0791912111625,0.205379947546513
"8983",1993,680,679,1,1,0,0,3,3,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-1993",8441,-1.11478332704451,0.198947642109471
"8984",1994,680,679,1,1,0,0,4,4,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-1994",8442,-1.19298193770359,0.201668962572726
"8985",1995,680,679,1,1,0,0,4,2,NA,2,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-1995",8443,-1.06460677270218,0.213249393784069
"8986",1996,680,679,0,0,0,1,3,2,NA,3,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-1996",8444,-1.01788685125658,0.208139627072446
"8987",1997,680,679,1,0,0,1,3,3,NA,5,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-1997",8445,-1.03908578009465,0.209554862217833
"8988",1998,680,679,0,1,0,1,3,3,NA,4,3,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-1998",8446,-0.923768729146075,0.215190564118354
"8989",1999,680,679,0,1,1,1,2,3,NA,3,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-1999",8447,-0.806982890849995,0.207768676104084
"8990",2000,680,679,1,1,0,0,3,3,NA,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-2000",8448,-0.861175167521797,0.209360610141606
"8991",2001,680,679,1,1,0,0,NA,3,NA,NA,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-2001",8449,-0.895846759292616,0.217642972324221
"8992",2002,680,679,2,2,1,0,NA,3,NA,NA,5,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-2002",8450,-0.846304439106919,0.219225623413417
"8993",2003,680,679,2,0,0,0,3,3,NA,NA,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-2003",8451,-0.969704299531321,0.205585907640457
"8994",2004,680,679,2,0,0,0,4,4,NA,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-2004",8452,-1.12931150517917,0.207286475190775
"8995",2005,680,679,2,1,0,1,4,4,NA,NA,2,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-2005",8453,-1.07551000828846,0.20785944398439
"8996",2006,680,679,2,1,0,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-2006",8454,-0.999604525004058,0.215345771306406
"8997",2007,680,679,2,1,1,0,4,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-2007",8455,-1.15864272460098,0.220452425154433
"8998",2008,680,679,1,1,0,0,4,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-2008",8456,-1.33823738849981,0.2251476233757
"8999",2009,680,679,1,0,0,0,4,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-2009",8457,-1.51962212155321,0.208056577632033
"9000",2010,680,679,0,0,0,0,5,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-2010",8458,-1.67198977907385,0.213972953443529
"9001",2011,680,679,0,0,0,0,5,4,NA,NA,NA,0,NA,NA,NA,NA,0,142,142,190,1,"679-2011",8459,-1.70343882588241,0.212671930587925
"9002",2012,NA,679,NA,NA,NA,NA,3,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-2012",8460,-1.54674709487656,0.222662444724086
"9003",2013,NA,679,NA,NA,NA,NA,NA,4,3,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-2013",8461,-1.5653745481869,0.235848280882813
"9004",2014,NA,679,NA,NA,NA,NA,5,5,4,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-2014",8462,-1.86678422604853,0.229393122958966
"9005",2015,NA,679,NA,NA,NA,NA,5,5,5,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-2015",8463,-2.04543738561015,0.218766898890386
"9006",2016,NA,679,NA,NA,NA,NA,5,5,5,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-2016",8464,-2.09656004414486,0.225020899472297
"9007",2017,NA,679,NA,NA,NA,NA,5,5,5,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"679-2017",8465,-2.1083459967306,0.24434059687671
"9008",1946,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,"680-1946",8466,0.146591804710717,0.670765750519583
"9009",1947,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,"680-1947",8467,0.157370068710472,0.664960087392591
"9010",1948,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,"680-1948",8468,0.174642262729553,0.661297894241582
"9011",1949,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,"680-1949",8469,0.183614776183729,0.653878141666465
"9012",1950,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,"680-1950",8470,0.191789602965717,0.650726514428814
"9013",1951,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,"680-1951",8471,0.188804455604422,0.639893452264747
"9014",1952,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,"680-1952",8472,0.174746011190386,0.627887412528859
"9015",1953,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,"680-1953",8473,0.152729555831657,0.605629709680676
"9016",1954,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,"680-1954",8474,0.131271842252366,0.596822713549725
"9017",1955,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,"680-1955",8475,0.112049230497025,0.591525254077594
"9018",1956,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"680-1956",8476,0.088476896134311,0.584006111013264
"9019",1957,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"680-1957",8477,0.0493050821575738,0.577393284935846
"9020",1958,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"680-1958",8478,0.0250527786378236,0.574153968522479
"9021",1959,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"680-1959",8479,-0.0100428423232247,0.566867235830273
"9022",1960,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"680-1960",8480,-0.0540588749651819,0.554828299499897
"9023",1961,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"680-1961",8481,-0.100402316171439,0.54318934696439
"9024",1962,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"680-1962",8482,-0.156632729457279,0.512384806825939
"9025",1963,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"680-1963",8483,-0.225004223881569,0.492713601834302
"9026",1964,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"680-1964",8484,-0.304522840575878,0.461753583548232
"9027",1965,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"680-1965",8485,-0.375490145702963,0.441667848758323
"9028",1966,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"680-1966",8486,-0.463841291161951,0.429885875086528
"9029",1967,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"680-1967",8487,-0.552420005968539,0.408080654667705
"9030",1968,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"680-1968",8488,-0.665167373910356,0.378914886966474
"9031",1969,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"680-1969",8489,-0.800397411711422,0.353942598798126
"9032",1970,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,0,NA,NA,NA,NA,"680-1970",8490,-0.962218937149685,0.320403783491613
"9033",1971,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,NA,NA,NA,NA,"680-1971",8491,-0.891523541163874,0.319814960525802
"9034",1972,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,"680-1972",8492,-0.817880636740536,0.319045204300785
"9035",1973,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"680-1973",8493,-0.744984290942729,0.316071199429484
"9036",1974,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"680-1974",8494,-0.729552861883063,0.308005351713674
"9037",1975,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"680-1975",8495,-0.774301568563749,0.283260493096287
"9038",1976,NA,680,NA,NA,NA,NA,3,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"680-1976",8496,-0.828319916867644,0.261938701110599
"9039",1977,NA,680,NA,NA,NA,NA,3,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"680-1977",8497,-0.890745676560532,0.255062099616772
"9040",1978,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,"680-1978",8498,-0.961381291544373,0.252552500431205
"9041",1979,NA,680,NA,NA,NA,NA,3,3,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"680-1979",8499,-1.05640675698004,0.220302434363579
"9042",1980,NA,680,NA,NA,NA,NA,3,3,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"680-1980",8500,-1.0813880293365,0.204591535582003
"9043",1981,NA,680,NA,NA,NA,NA,3,3,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"680-1981",8501,-1.05913604417934,0.208665709984059
"9044",1982,NA,680,NA,NA,NA,NA,2,3,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,"680-1982",8502,-1.00058986615519,0.207066448442632
"9045",1983,NA,680,NA,NA,NA,NA,2,3,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"680-1983",8503,-0.991946492927079,0.210771852113062
"9046",1984,NA,680,NA,NA,NA,NA,2,3,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"680-1984",8504,-1.03854489632983,0.215094290779947
"9047",1985,NA,680,NA,NA,NA,NA,3,3,NA,3,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"680-1985",8505,-1.20434445125173,0.224123253347385
"9048",1986,NA,680,NA,NA,NA,NA,4,5,NA,3,NA,0,0,0,NA,NA,1,NA,NA,NA,NA,"680-1986",8506,-1.44065606186671,0.247322817110345
"9049",1987,NA,680,NA,NA,NA,NA,3,3,NA,3,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"680-1987",8507,-1.22419326473725,0.234573750556059
"9050",1988,NA,680,NA,NA,NA,NA,3,3,NA,3,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,"680-1988",8508,-1.14344299959881,0.243653158429775
"9051",1989,NA,680,NA,NA,NA,NA,NA,NA,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"680-1989",8509,-1.06129762303452,0.31333838645031
