"","YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","HRW","hathaway","ITT","genocide","rummel","massive_repression","executions","negative_sanctions","mass_killing","killing_low","killing_best","killing_high","killing_present","COW_YEAR","id","theta_mean","theta_sd"
"4009",1995,449,359,2,2,1,1,2,1,NA,2,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"359-1995",2821,0.516932595909385,0.241805530183897
"4010",1996,449,359,2,2,2,1,2,2,NA,2,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"359-1996",2822,0.548021478868135,0.224189000528925
"4011",1997,449,359,2,2,1,1,2,2,NA,2,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"359-1997",2823,0.612934414103355,0.225894762314315
"4012",1998,449,359,2,2,1,2,2,1,NA,2,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"359-1998",2824,0.706453990198648,0.228484127262519
"4013",1999,449,359,2,2,1,1,3,2,NA,3,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"359-1999",2825,0.496580016803496,0.221073587959829
"4014",2000,449,359,2,2,1,0,2,2,NA,NA,5,0,NA,NA,NA,NA,0,0,NA,NA,0,"359-2000",2826,0.448150560231693,0.210592574896019
"4015",2001,449,359,2,2,1,1,2,2,NA,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,0,"359-2001",2827,0.461165987266439,0.210125878786745
"4016",2002,449,359,2,2,1,1,2,2,NA,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,0,"359-2002",2828,0.423926087393503,0.211244276552386
"4017",2003,449,359,2,2,1,0,3,2,NA,NA,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"359-2003",2829,0.270345938462736,0.208275527221944
"4018",2004,449,359,2,2,1,0,3,3,NA,NA,5,0,NA,NA,NA,NA,0,0,NA,NA,0,"359-2004",2830,0.161662397936516,0.201775415517546
"4019",2005,449,359,2,2,1,0,3,2,NA,NA,5,0,NA,NA,NA,NA,0,0,NA,NA,0,"359-2005",2831,0.255379388865193,0.201228537008198
"4020",2006,449,359,2,2,1,0,3,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"359-2006",2832,0.331761151602028,0.204169343972234
"4021",2007,449,359,2,2,2,0,3,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"359-2007",2833,0.348144934799896,0.206713873005742
"4022",2008,449,359,2,2,1,0,3,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"359-2008",2834,0.237408635532849,0.220418700379779
"4023",2009,449,359,1,2,1,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"359-2009",2835,0.0574636278216425,0.214881098059719
"4024",2010,449,359,2,2,1,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"359-2010",2836,0.0962478073816238,0.208952263709945
"4025",2011,449,359,2,2,1,0,3,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"359-2011",2837,0.243062504607394,0.210562661308467
"4026",2012,NA,359,NA,NA,NA,NA,2,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"359-2012",2838,0.309172752353471,0.228108032797388
"4027",2013,NA,359,NA,NA,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"359-2013",2839,0.433787132781669,0.249118511594993
"4028",2014,NA,359,NA,NA,NA,NA,2,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"359-2014",2840,0.469525191272779,0.243331988569104
"4029",2015,NA,359,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"359-2015",2841,0.570957618719458,0.23890110823635
"4030",2016,NA,359,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"359-2016",2842,0.58422548831121,0.244736392049836
"4031",2017,NA,359,NA,NA,NA,NA,2,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"359-2017",2843,0.484552356904822,0.285673651888292
"4032",1946,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,"360-1946",2844,-1.85424856742312,0.297862104150539
"4033",1947,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,"360-1947",2845,-1.89316511469471,0.264821052655273
"4034",1948,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,"360-1948",2846,-1.86985523665687,0.252361374553514
"4035",1949,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,"360-1949",2847,-1.81856431804948,0.242481013177192
"4036",1950,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,"360-1950",2848,-1.76790799325203,0.233022857939294
"4037",1951,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,"360-1951",2849,-1.7623978586356,0.23016547085532
"4038",1952,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,"360-1952",2850,-1.73526416133849,0.231852236878656
"4039",1953,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,"360-1953",2851,-1.73366327097682,0.230150015109727
"4040",1954,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,"360-1954",2852,-1.73099660610629,0.233203832225981
"4041",1955,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,"360-1955",2853,-1.69414712057623,0.234339615722442
"4042",1956,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"360-1956",2854,-1.68366734956229,0.236429392016515
"4043",1957,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"360-1957",2855,-1.68137998776207,0.236606326842729
"4044",1958,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,NA,NA,NA,NA,"360-1958",2856,-1.68374215070164,0.242459248374068
"4045",1959,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"360-1959",2857,-1.65758636141853,0.237233983875265
"4046",1960,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"360-1960",2858,-1.63810129318284,0.225589621499642
"4047",1961,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"360-1961",2859,-1.62299503987438,0.219253250775657
"4048",1962,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,"360-1962",2860,-1.59140125435666,0.228085389439192
"4049",1963,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,"360-1963",2861,-1.57801702004885,0.227518254691952
"4050",1964,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,"360-1964",2862,-1.5827672625154,0.231929110836414
"4051",1965,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"360-1965",2863,-1.60769998790259,0.229776014055271
"4052",1966,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"360-1966",2864,-1.61260741294927,0.236061226892553
"4053",1967,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"360-1967",2865,-1.6134099744297,0.23778694071219
"4054",1968,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"360-1968",2866,-1.60319173539848,0.233688708811021
"4055",1969,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,"360-1969",2867,-1.58734962733475,0.230603232019281
"4056",1970,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,"360-1970",2868,-1.58780992415503,0.230810286778513
"4057",1971,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"360-1971",2869,-1.59734031332771,0.235732807315464
"4058",1972,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"360-1972",2870,-1.58672811648321,0.230359845709276
"4059",1973,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,"360-1973",2871,-1.56485009027736,0.233595085721247
"4060",1974,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,"360-1974",2872,-1.53887919031709,0.226504621006772
"4061",1975,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,"360-1975",2873,-1.54086448572737,0.234001377826162
"4062",1976,NA,360,NA,NA,NA,NA,4,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,"360-1976",2874,-1.5363528746796,0.236212625566753
"4063",1977,NA,360,NA,NA,NA,NA,3,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"360-1977",2875,-1.47710933068121,0.230764999885508
"4064",1978,NA,360,NA,NA,NA,NA,3,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,"360-1978",2876,-1.41013334931234,0.222518885033699
"4065",1979,NA,360,NA,NA,NA,NA,3,2,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,"360-1979",2877,-1.32691757677495,0.20331902823386
"4066",1980,NA,360,NA,NA,NA,NA,3,3,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,"360-1980",2878,-1.33998780815753,0.197161980424712
"4067",1981,527,360,2,1,0,1,3,2,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,"360-1981",2879,-1.26200596811815,0.197412610038486
"4068",1982,527,360,1,1,1,1,3,2,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"360-1982",2880,-1.28696959579123,0.195685159952183
"4069",1983,527,360,1,1,1,1,3,3,NA,NA,NA,0,0,0,NA,NA,1,NA,NA,NA,NA,"360-1983",2881,-1.38112811666132,0.206690514404208
"4070",1984,527,360,2,1,0,0,3,3,NA,NA,NA,0,0,0,NA,NA,1,NA,NA,NA,NA,"360-1984",2882,-1.45314581279493,0.203327736275567
"4071",1985,527,360,1,1,0,1,3,3,NA,4,NA,0,0,0,NA,NA,1,NA,NA,NA,NA,"360-1985",2883,-1.47849434931152,0.19468977094955
"4072",1986,527,360,1,1,0,1,3,3,NA,3,NA,0,0,0,NA,NA,1,NA,NA,NA,NA,"360-1986",2884,-1.44272781846202,0.193967209670155
"4073",1987,527,360,1,2,1,0,3,3,NA,3,NA,0,0,0,NA,NA,1,NA,NA,NA,NA,"360-1987",2885,-1.36434517195144,0.196366410480957
"4074",1988,527,360,2,2,1,1,2,3,NA,3,NA,0,NA,0,NA,NA,1,NA,NA,NA,NA,"360-1988",2886,-1.30405816713478,0.210536499112411
"4075",1989,527,360,1,1,2,1,4,4,NA,3,NA,0,NA,NA,NA,NA,1,199,199,779,1,"360-1989",2887,-1.48436321449963,0.259428696931257
"4076",1990,527,360,1,2,1,0,3,2,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-1990",2888,-0.652924341462337,0.284730958254071
"4077",1991,527,360,1,1,2,1,2,2,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-1991",2889,-0.312942765604806,0.247744495241429
"4078",1992,527,360,2,2,2,0,3,1,NA,2,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-1992",2890,-0.0264362333052111,0.244373728721101
"4079",1993,527,360,2,2,2,1,2,2,NA,4,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-1993",2891,0.0343756729708267,0.211062667603843
"4080",1994,527,360,2,2,2,0,3,2,NA,2,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-1994",2892,0.0338251942892998,0.208893889689717
"4081",1995,527,360,2,2,2,0,2,2,NA,4,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-1995",2893,0.0444237723370034,0.208029742980593
"4082",1996,527,360,2,2,2,1,2,2,NA,2,5,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-1996",2894,0.0879729419900134,0.199148564959669
"4083",1997,527,360,2,2,2,0,3,2,NA,3,5,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-1997",2895,0.00389733289122965,0.201567779112333
"4084",1998,527,360,2,2,2,1,3,2,NA,2,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-1998",2896,-0.00393484485903193,0.205074028405386
"4085",1999,527,360,2,1,2,1,3,3,NA,4,3,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-1999",2897,-0.110844311080851,0.200659520172031
"4086",2000,527,360,2,1,2,0,3,2,NA,NA,5,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-2000",2898,-0.0358479461804334,0.211398509989002
"4087",2001,527,360,2,2,2,0,3,2,NA,NA,5,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-2001",2899,0.0646830499290257,0.210979992409109
"4088",2002,527,360,2,2,2,0,2,3,NA,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-2002",2900,0.162021405681424,0.209994378725491
"4089",2003,527,360,2,2,2,0,2,2,NA,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-2003",2901,0.296153940128618,0.211403272003527
"4090",2004,527,360,2,1,2,0,3,2,NA,NA,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-2004",2902,0.220911527653421,0.209362598403594
"4091",2005,527,360,2,1,2,1,2,3,NA,NA,5,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-2005",2903,0.212547918396684,0.206313918935156
"4092",2006,527,360,2,1,2,0,2,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-2006",2904,0.200519086130628,0.198534478318212
"4093",2007,527,360,2,1,2,0,2,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-2007",2905,0.175375286959472,0.202549965681241
"4094",2008,527,360,2,1,2,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-2008",2906,0.131221967924012,0.209724389550092
"4095",2009,527,360,2,1,2,0,2,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-2009",2907,0.259343357571643,0.22125640354028
"4096",2010,527,360,2,1,2,0,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-2010",2908,0.503550507462839,0.230643181686433
"4097",2011,527,360,2,2,2,0,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-2011",2909,0.717440213125003,0.237794435093204
"4098",2012,NA,360,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-2012",2910,0.837630346887025,0.248632104954176
"4099",2013,NA,360,NA,NA,NA,NA,NA,2,1,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-2013",2911,0.954350734640014,0.241059778804321
"4100",2014,NA,360,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-2014",2912,0.951095567253974,0.236528347471688
"4101",2015,NA,360,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-2015",2913,0.936614338683231,0.243945767085417
"4102",2016,NA,360,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-2016",2914,0.939703019379008,0.254188615021653
"4103",2017,NA,360,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"360-2017",2915,0.936675539060483,0.292174192513344
"4104",1946,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,"365-1946",2916,-2.18912252361407,0.285852440334649
"4105",1947,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,"365-1947",2917,-2.27359151803009,0.271153966905187
"4106",1948,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,"365-1948",2918,-2.33080900958075,0.261556334102584
"4107",1949,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,NA,NA,NA,NA,"365-1949",2919,-2.35652872359344,0.24768532429602
"4108",1950,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,"365-1950",2920,-2.39241761703204,0.244590519322431
"4109",1951,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,"365-1951",2921,-2.41080786281663,0.249630734218363
"4110",1952,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,"365-1952",2922,-2.41569720221316,0.245836822157402
"4111",1953,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,"365-1953",2923,-2.40863821936373,0.245824096023901
"4112",1954,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,"365-1954",2924,-2.40432280661594,0.244413096485802
"4113",1955,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,"365-1955",2925,-2.37267507315752,0.238770698857073
"4114",1956,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,NA,NA,NA,NA,"365-1956",2926,-2.32003005341151,0.229070608222907
"4115",1957,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,0,NA,NA,NA,NA,"365-1957",2927,-2.28048959180219,0.233020699829299
"4116",1958,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,0,NA,NA,NA,NA,"365-1958",2928,-2.26577015460454,0.22732264536588
"4117",1959,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,0,NA,NA,NA,NA,"365-1959",2929,-2.25719576954614,0.228098843311383
"4118",1960,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,0,NA,NA,NA,NA,"365-1960",2930,-2.2684138454796,0.227251088372802
"4119",1961,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,NA,NA,NA,NA,"365-1961",2931,-2.28632186103288,0.228531223801341
"4120",1962,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,0,NA,NA,NA,NA,"365-1962",2932,-2.27543532026372,0.22875557836989
"4121",1963,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,NA,NA,NA,NA,"365-1963",2933,-2.29071152272041,0.233615357134345
"4122",1964,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,NA,NA,NA,NA,"365-1964",2934,-2.27599716384796,0.224063500574157
