"","YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","HRW","hathaway","ITT","genocide","rummel","massive_repression","executions","negative_sanctions","mass_killing","killing_low","killing_best","killing_high","killing_present","COW_YEAR","id","theta_mean","theta_sd","theta_q025","theta_q975"
"10269",1988,596,780,0,0,1,1,4,5,NA,4,NA,0,NA,0,NA,NA,1,NA,NA,NA,NA,"780-1988",9771,-2.02665038694475,0.180898185246989,-2.37177865386195,-1.68293929202562
"10270",1989,596,780,0,0,0,0,5,5,NA,4,NA,1,NA,NA,NA,NA,1,42,59,379,1,"780-1989",9772,-1.95714004941601,0.127914989740853,-2.2271768419467,-1.71136643814055
"10271",1990,596,780,0,0,0,0,5,5,NA,3,NA,1,NA,NA,NA,NA,1,439,464,688,1,"780-1990",9773,-2.11787331155304,0.132523499039696,-2.38508409623141,-1.86344856672576
"10272",1991,596,780,0,0,0,0,5,4,NA,4,NA,0,NA,NA,NA,NA,1,67,67,150,1,"780-1991",9774,-1.84033384962074,0.125912168958834,-2.09301419837401,-1.58762674070766
"10273",1992,596,780,0,0,0,0,5,4,NA,4,NA,0,NA,NA,NA,NA,1,35,35,35,1,"780-1992",9775,-1.68401390845456,0.117344211586687,-1.90990448115014,-1.45746465114118
"10274",1993,596,780,1,0,1,0,5,4,NA,4,NA,0,NA,NA,NA,NA,1,0,NA,NA,0,"780-1993",9776,-1.55648754187863,0.158221723965318,-1.88480428024817,-1.250740003337
"10275",1994,596,780,1,1,0,0,4,3,NA,5,NA,0,NA,NA,NA,NA,1,0,NA,NA,0,"780-1994",9777,-1.47284700604107,0.169905332516957,-1.81148744486504,-1.13755278630049
"10276",1995,596,780,0,0,0,0,4,5,NA,3,5,0,NA,NA,NA,NA,1,0,NA,NA,0,"780-1995",9778,-1.58047713600535,0.157908960326544,-1.8826620721245,-1.28297903703956
"10277",1996,596,780,0,0,0,0,5,4,NA,3,5,0,NA,NA,NA,NA,1,32,32,32,1,"780-1996",9779,-1.65142885247604,0.117183544376102,-1.88250999914796,-1.44447880219367
"10278",1997,596,780,0,1,0,0,4,4,NA,3,5,0,NA,NA,NA,NA,1,0,NA,NA,0,"780-1997",9780,-1.50811093083784,0.158566054258401,-1.81904816512858,-1.18792422801302
"10279",1998,596,780,0,1,0,0,4,4,NA,3,5,0,NA,NA,NA,NA,1,0,NA,NA,0,"780-1998",9781,-1.44553727494152,0.165380197559419,-1.76284656456408,-1.11531720148923
"10280",1999,596,780,1,0,1,0,4,4,NA,3,5,0,NA,NA,NA,NA,1,0,NA,NA,0,"780-1999",9782,-1.4365879372822,0.169167115767978,-1.75101655410718,-1.1190701887113
"10281",2000,596,780,0,0,0,0,4,5,NA,NA,5,0,NA,NA,NA,NA,1,0,NA,NA,0,"780-2000",9783,-1.50040980669937,0.167242453143663,-1.81701384831118,-1.17076248990204
"10282",2001,596,780,0,1,1,0,4,4,NA,NA,5,0,NA,NA,NA,NA,1,0,NA,NA,0,"780-2001",9784,-1.33736265041204,0.191385851845584,-1.6834159420958,-0.951951234326045
"10283",2002,596,780,2,1,0,0,3,3,NA,NA,6,0,NA,NA,NA,NA,1,0,NA,NA,0,"780-2002",9785,-0.991421649562778,0.23166613369314,-1.45085750525473,-0.508844137816225
"10284",2003,596,780,2,1,1,0,3,3,NA,NA,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"780-2003",9786,-0.746466108771943,0.225500705337347,-1.15613405537168,-0.28400931305922
"10285",2004,596,780,2,1,2,0,4,3,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"780-2004",9787,-0.78980762671515,0.248641133423076,-1.28008007305627,-0.289303929665058
"10286",2005,596,780,1,1,2,0,5,4,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"780-2005",9788,-1.1700607905915,0.255598033989452,-1.63024956571564,-0.651772965909852
"10287",2006,596,780,0,0,2,0,5,5,NA,NA,NA,0,NA,NA,NA,NA,0,28,28,58,1,"780-2006",9789,-1.67395867644964,0.117226813989304,-1.90863452281944,-1.44527317932125
"10288",2007,596,780,0,0,1,0,5,5,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"780-2007",9790,-1.58790027723935,0.163900662723072,-1.90115241282955,-1.26049371344639
"10289",2008,596,780,0,0,1,0,4,5,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"780-2008",9791,-1.52836306555416,0.168661783251845,-1.85600992602048,-1.18336849456332
"10290",2009,596,780,0,0,0,0,5,5,NA,NA,NA,0,NA,NA,NA,NA,1,0,NA,NA,0,"780-2009",9792,-1.57222737812128,0.164758187130415,-1.92003338444596,-1.26445766668078
"10291",2010,596,780,1,0,0,0,5,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"780-2010",9793,-1.40737854064395,0.181548989751364,-1.74267426711942,-1.03026784246115
"10292",2011,596,780,0,0,0,0,5,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"780-2011",9794,-1.33796124720429,0.185128831936845,-1.69926914485886,-0.97724736154879
"10293",2012,NA,780,NA,NA,NA,NA,4,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"780-2012",9795,-1.14996568707382,0.220659597221604,-1.56513512464068,-0.714188814438558
"10294",2013,NA,780,NA,NA,NA,NA,NA,4,3,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"780-2013",9796,-0.924219767657089,0.233835655222978,-1.37501672286163,-0.461503225014415
"10295",2014,NA,780,NA,NA,NA,NA,4,4,3,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"780-2014",9797,-0.768059904633956,0.233070897996106,-1.22790172173281,-0.324940127909917
"10296",2015,NA,780,NA,NA,NA,NA,3,3,3,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"780-2015",9798,-0.394812734825631,0.251367940268128,-0.86603124461271,0.120871483454369
"10297",2016,NA,780,NA,NA,NA,NA,3,3,3,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,"780-2016",9799,-0.196640837817466,0.256281974904317,-0.708537603875465,0.323939414525407
"10298",2017,NA,780,NA,NA,NA,NA,3,3,3,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,"780-2017",9800,-0.0403758030069896,0.254212895596517,-0.567344559093576,0.440688448612578
"10299",2018,NA,780,NA,NA,NA,NA,NA,3,2,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,"780-2018",9801,0.21372523064741,0.244268142448683,-0.282330636142576,0.686891868746432
"10300",2019,NA,780,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"780-2019",9802,0.33981511894451,0.235079960069958,-0.0941927229220995,0.793755475661917
"10301",2020,NA,780,NA,NA,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"780-2020",9803,0.298037500369481,0.24395538347573,-0.175496520755395,0.778238027684708
"10302",2021,NA,780,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"780-2021",9804,0.184411125086264,0.2874393968022,-0.384637275917131,0.744652628441134
"10303",1965,NA,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"781-1965",9805,1.48098916392112,0.674383894589792,0.205531582636692,2.82261721042842
"10304",1966,NA,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"781-1966",9806,1.58589272314911,0.66893349175581,0.341358063120783,2.93913511416314
"10305",1967,NA,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"781-1967",9807,1.64188367370252,0.660035902396393,0.41810955981898,2.9958807300646
"10306",1968,NA,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"781-1968",9808,1.67554910245012,0.648088450705927,0.487919693983033,2.99583655765521
"10307",1969,NA,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"781-1969",9809,1.69519598833515,0.64628246061269,0.511304016840068,3.02208935376997
"10308",1970,NA,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"781-1970",9810,1.67441693038054,0.639369736135917,0.543399583385892,3.02075303100097
"10309",1971,NA,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"781-1971",9811,1.63837495121898,0.624254629123327,0.516517683105961,2.96012318950028
"10310",1972,NA,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"781-1972",9812,1.58240658606068,0.6114885154152,0.504747954529395,2.85947208745474
"10311",1973,NA,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"781-1973",9813,1.50380181723955,0.601137642637301,0.42569051390639,2.7297392570321
"10312",1974,NA,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"781-1974",9814,1.39392299540279,0.589973225682413,0.374577274993965,2.6426476296993
"10313",1975,NA,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"781-1975",9815,1.2499750553099,0.587253718492633,0.245505419015275,2.54902836944225
"10314",1976,NA,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"781-1976",9816,1.14332567296219,0.578722741771142,0.168049171206221,2.42135379178193
"10315",1977,NA,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"781-1977",9817,1.00321577993378,0.549786316841478,0.0725400678198322,2.25442923143847
"10316",1978,NA,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"781-1978",9818,0.806140793124495,0.494586702326594,-0.0124252269409796,1.97142185168502
"10317",1979,NA,781,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"781-1979",9819,0.535299921119609,0.30225103530045,-0.0166820016568353,1.13041285968025
"10318",1980,NA,781,NA,NA,NA,NA,2,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"781-1980",9820,0.493501921205037,0.267405716619231,-0.0386434969603779,1.01464703012572
"10319",1981,NA,781,NA,NA,NA,NA,2,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"781-1981",9821,0.556293458959096,0.252362443373817,0.0573870144418125,1.03413502357989
"10320",1982,NA,781,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"781-1982",9822,0.724805711158131,0.271858143037884,0.232061874271673,1.27652975734334
"10321",1983,NA,781,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"781-1983",9823,0.730209320316057,0.276381048228871,0.201393024650984,1.28789337519169
"10322",1984,NA,781,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"781-1984",9824,0.635969810820039,0.271323951333589,0.100442868643773,1.16660260342556
"10323",1985,NA,781,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"781-1985",9825,0.668058838735767,0.28075669162805,0.0905567442184276,1.21126444958202
"10324",1986,NA,781,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"781-1986",9826,0.793399498375453,0.297520782760147,0.248614898403614,1.38770194568728
"10325",1987,NA,781,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"781-1987",9827,1.10676354641512,0.318897411339303,0.535778557382691,1.76316814116434
"10326",1988,NA,781,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,"781-1988",9828,1.23183993530108,0.318222286467807,0.676704204807417,1.91878873739526
"10327",1989,NA,781,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-1989",9829,1.16780416481156,0.322095889425977,0.643001126384721,1.91489812669831
"10328",1990,NA,781,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-1990",9830,0.748807259147984,0.27329306560291,0.204911665917981,1.29404006986452
"10329",1991,NA,781,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-1991",9831,0.641690626354006,0.251490568894607,0.148453686083358,1.11904561929416
"10330",1992,NA,781,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-1992",9832,0.618685792987264,0.241614206834454,0.159801812357801,1.10086349026404
"10331",1993,NA,781,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-1993",9833,0.660030760181266,0.242603256933626,0.169134156685876,1.14305243067714
"10332",1994,NA,781,NA,NA,NA,NA,2,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-1994",9834,0.830052878376217,0.260166785318356,0.284677410822654,1.33419263282689
"10333",1995,NA,781,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-1995",9835,0.824149056260208,0.2658971336053,0.286933876716176,1.30962594408282
"10334",1996,NA,781,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-1996",9836,0.902352286822818,0.273382368104934,0.333862135464564,1.4142567366506
"10335",1997,NA,781,NA,NA,NA,NA,2,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-1997",9837,1.2184133385861,0.281394658626657,0.670811127821949,1.77201145453064
"10336",1998,NA,781,NA,NA,NA,NA,2,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-1998",9838,1.36231795935228,0.260290285456515,0.879441669583874,1.86943130176156
"10337",1999,NA,781,NA,NA,NA,NA,2,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-1999",9839,1.40959761716447,0.256165592348794,0.928436498987791,1.95458157535262
"10338",2000,NA,781,NA,NA,NA,NA,2,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-2000",9840,1.39489934355246,0.239900430118952,0.938928218692646,1.8623366210602
"10339",2001,425,781,2,2,2,2,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-2001",9841,1.35436212988206,0.245866611329898,0.861429852546218,1.85399107646441
"10340",2002,NA,781,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-2002",9842,1.28681377104167,0.26008210181042,0.784810624564265,1.81197948104425
"10341",2003,425,781,2,2,1,1,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-2003",9843,1.22273240389799,0.247618564825481,0.742876391489515,1.72542301796507
"10342",2004,425,781,2,2,0,1,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-2004",9844,1.18905777611507,0.243556393989485,0.722955951857814,1.6789667078729
"10343",2005,425,781,2,2,0,1,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-2005",9845,1.16040211791637,0.244536066909205,0.7112059479442,1.62682203994987
"10344",2006,425,781,2,2,0,1,3,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-2006",9846,1.14877927480048,0.239509399879311,0.687225974907174,1.62435596774287
"10345",2007,425,781,2,1,1,1,NA,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-2007",9847,1.25839782267675,0.263870869518488,0.741124307155587,1.78222978381239
"10346",2008,425,781,2,2,1,1,1,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-2008",9848,1.51711216058368,0.274259113173639,0.976646502152361,2.06842211252645
"10347",2009,425,781,2,2,1,1,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-2009",9849,1.68100512430459,0.25043688172541,1.21017666260936,2.18882006545046
"10348",2010,425,781,2,2,1,1,1,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-2010",9850,1.59491543945504,0.251030370818758,1.10562345487115,2.08701657469469
"10349",2011,425,781,2,2,1,1,1,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-2011",9851,1.50137343168945,0.259455041655661,1.00987922994904,2.00979880036657
"10350",2012,NA,781,NA,NA,NA,NA,3,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-2012",9852,1.35844117926657,0.27857875760792,0.836115956184469,1.88128899239365
"10351",2013,NA,781,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-2013",9853,1.38617730769749,0.281818068116152,0.880984037896883,1.93072847828179
"10352",2014,NA,781,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-2014",9854,1.18483345738065,0.269904797336426,0.677565444416126,1.72960942942767
"10353",2015,NA,781,NA,NA,NA,NA,3,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"781-2015",9855,0.950237275010421,0.261466722395582,0.462243207360881,1.47450075407123
"10354",2016,NA,781,NA,NA,NA,NA,3,2,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,"781-2016",9856,0.839088600225411,0.246497953769776,0.380124047225166,1.36190944112994
"10355",2017,NA,781,NA,NA,NA,NA,3,2,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,"781-2017",9857,0.778463014049424,0.249808409512417,0.337158709374432,1.29891687604286
"10356",2018,NA,781,NA,NA,NA,NA,NA,2,3,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,"781-2018",9858,0.757382579628027,0.238088875347173,0.310875591628165,1.24529348737932
"10357",2019,NA,781,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"781-2019",9859,0.809154123702988,0.231695621693108,0.375178354978719,1.26428773627746
"10358",2020,NA,781,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"781-2020",9860,0.865083082235308,0.25181958257442,0.373742126773214,1.36032903788243
"10359",2021,NA,781,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"781-2021",9861,0.991901106904932,0.277157040876668,0.469669119149219,1.56221648085938
"10360",1946,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,"790-1946",9862,0.379181222174205,0.624063971635484,-0.758246435212812,1.64430883592464
"10361",1947,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,"790-1947",9863,0.409969240956282,0.607500853699676,-0.654425154958677,1.71244309064223
"10362",1948,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,"790-1948",9864,0.447566611344925,0.570512782903395,-0.545206388126495,1.64760724069212
"10363",1949,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,"790-1949",9865,0.418392746493185,0.559606471059964,-0.572475117405621,1.59087487821025
"10364",1950,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"790-1950",9866,0.367097694443222,0.523209761213025,-0.544951768439447,1.53301254264011
"10365",1951,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"790-1951",9867,0.319157244968067,0.519691748427922,-0.633142493661431,1.44471680412934
"10366",1952,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"790-1952",9868,0.282820131494583,0.508614190894539,-0.676599791075907,1.35989761076453
"10367",1953,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"790-1953",9869,0.252172414399712,0.497697653884529,-0.714426217974022,1.28716356237018
"10368",1954,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"790-1954",9870,0.256179340730141,0.485576313026982,-0.677274403443437,1.26099701838362
"10369",1955,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"790-1955",9871,0.239077224770847,0.474875143700667,-0.616411986250251,1.26938897389479
"10370",1956,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"790-1956",9872,0.231408202158452,0.477423489651143,-0.635033652734777,1.21755611996002
"10371",1957,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"790-1957",9873,0.234783266562056,0.466895277582872,-0.572554258127379,1.21980229939944
"10372",1958,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"790-1958",9874,0.251161937542787,0.468975526237971,-0.609644028070859,1.21156795307947
"10373",1959,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"790-1959",9875,0.227572452188664,0.473531169188541,-0.598122179790661,1.1953228101532
"10374",1960,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"790-1960",9876,0.171210965056888,0.45668230126617,-0.64676932566111,1.08257758781853
"10375",1961,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"790-1961",9877,0.120685338325992,0.454863917319741,-0.666901242595648,1.04284344331001
"10376",1962,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"790-1962",9878,0.0705457516330267,0.44427624052946,-0.718425597610735,0.972800848855485
"10377",1963,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"790-1963",9879,0.0212210669337177,0.43868491607045,-0.776261871734774,0.932498176317779
"10378",1964,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,NA,NA,NA,NA,"790-1964",9880,-0.0269028147059207,0.430681917079211,-0.844515363229509,0.860458071037566
"10379",1965,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"790-1965",9881,0.00169818067902609,0.42172624151414,-0.802765592919257,0.869141102576105
"10380",1966,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"790-1966",9882,0.0287447039661886,0.427509602893816,-0.772779675151389,0.88790018099625
"10381",1967,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"790-1967",9883,0.023864233840561,0.417031230946138,-0.72654187596058,0.898352687908585
"10382",1968,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"790-1968",9884,-0.00408416410652438,0.419648736608943,-0.767142108736173,0.822931911715693
"10383",1969,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"790-1969",9885,-0.020021434880842,0.421662591550246,-0.759197533166146,0.876266748514343
"10384",1970,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"790-1970",9886,-0.0631454762757536,0.410598467751604,-0.827010752263555,0.764926604285701
"10385",1971,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"790-1971",9887,-0.074663028016887,0.408317005983977,-0.836412541268275,0.763612702453501
"10386",1972,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"790-1972",9888,-0.132544372092987,0.378898641434225,-0.876671785301353,0.65089467394807
"10387",1973,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"790-1973",9889,-0.206827117669751,0.359338557915349,-0.88320037527558,0.572510969693892
"10388",1974,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"790-1974",9890,-0.274845168747367,0.353948705410087,-0.895292696830459,0.448020746077084
"10389",1975,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"790-1975",9891,-0.364092265575906,0.318507592661609,-0.917961656021833,0.298063921134614
"10390",1976,NA,790,NA,NA,NA,NA,3,2,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"790-1976",9892,-0.455286226235733,0.265241586659674,-0.947778464628821,0.0747729388742016
"10391",1977,NA,790,NA,NA,NA,NA,3,3,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"790-1977",9893,-0.560835816726218,0.247628139784891,-1.06445720110771,-0.100767769005169
"10392",1978,NA,790,NA,NA,NA,NA,3,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"790-1978",9894,-0.449294689354699,0.248628592210087,-0.960571428524408,0.0305821288396502
"10393",1979,NA,790,NA,NA,NA,NA,2,2,NA,NA,NA,0,0,0,1,1,0,NA,NA,NA,NA,"790-1979",9895,-0.364933450634406,0.239089282854961,-0.841155302442724,0.103416591684721
"10394",1980,NA,790,NA,NA,NA,NA,3,2,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"790-1980",9896,-0.383588797697505,0.220017691840707,-0.799239656244655,0.0833991987177179
"10395",1981,473,790,1,2,0,1,3,2,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"790-1981",9897,-0.412307056396915,0.207937728400789,-0.80606275206045,0.00463614356796162
"10396",1982,473,790,1,2,1,1,3,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"790-1982",9898,-0.363987033214382,0.201801521104606,-0.757256934150062,0.00330709925454411
"10397",1983,473,790,2,2,1,1,2,3,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"790-1983",9899,-0.335373718841537,0.204322350538024,-0.739550556578867,0.078633413373951
"10398",1984,473,790,2,2,1,1,3,2,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"790-1984",9900,-0.331115971936052,0.207037347224573,-0.730014635491915,0.113099513609732
"10399",1985,473,790,2,2,1,1,3,3,NA,3,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"790-1985",9901,-0.493100805957168,0.197364371354666,-0.870523983692789,-0.0889406545162483
"10400",1986,473,790,2,2,2,1,3,3,NA,4,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"790-1986",9902,-0.597327168871623,0.195832946448593,-1.03593155623797,-0.211471070886313
"10401",1987,473,790,2,2,1,0,3,3,NA,5,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"790-1987",9903,-0.71001319801176,0.201210609959027,-1.10105354179872,-0.334270218187011
