"","YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","HRW","hathaway","ITT","genocide","rummel","massive_repression","executions","negative_sanctions","mass_killing","killing_low","killing_best","killing_high","killing_present","COW_YEAR","id","theta_mean","theta_sd","theta_q025","theta_q975"
"10137",2004,140,771,1,0,0,0,4,4,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"771-2004",9639,-1.2707609361774,0.184296530906192,-1.65251568171803,-0.913524998157058
"10138",2005,140,771,0,0,0,0,4,4,NA,NA,5,0,NA,NA,NA,NA,0,0,NA,NA,0,"771-2005",9640,-1.32261728682054,0.180286081917318,-1.66435154470962,-0.982461747899198
"10139",2006,140,771,1,0,0,0,4,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"771-2006",9641,-1.30156337951669,0.189140514542024,-1.6927259177834,-0.938954827000936
"10140",2007,140,771,0,0,0,0,4,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"771-2007",9642,-1.29095660708364,0.186451458935984,-1.64782858965045,-0.919849970694655
"10141",2008,140,771,1,0,0,0,4,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"771-2008",9643,-1.24111615579429,0.181246438605735,-1.58878684092854,-0.870563607277364
"10142",2009,140,771,1,0,0,0,4,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"771-2009",9644,-1.19129757862314,0.182240456346419,-1.55234210642331,-0.835257416221026
"10143",2010,140,771,1,0,1,0,4,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"771-2010",9645,-1.11624343088544,0.189412049664943,-1.48596304272323,-0.750908605543604
"10144",2011,140,771,1,0,1,0,3,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"771-2011",9646,-1.05751588088841,0.187055173934042,-1.40707260246875,-0.668656626124591
"10145",2012,NA,771,NA,NA,NA,NA,3,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"771-2012",9647,-1.04985942366723,0.199611628128223,-1.45140882825113,-0.649236267640057
"10146",2013,NA,771,NA,NA,NA,NA,NA,4,4,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"771-2013",9648,-1.10152990473478,0.198222342381685,-1.47839014749527,-0.704914488391339
"10147",2014,NA,771,NA,NA,NA,NA,4,4,4,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"771-2014",9649,-1.13496304012986,0.189512433895187,-1.52885901925237,-0.767872675503747
"10148",2015,NA,771,NA,NA,NA,NA,4,4,4,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"771-2015",9650,-1.16555489497754,0.1899749142244,-1.54887603028196,-0.775220053562899
"10149",2016,NA,771,NA,NA,NA,NA,4,4,4,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,"771-2016",9651,-1.1850238576264,0.193578423078102,-1.57903734712988,-0.801324702736709
"10150",2017,NA,771,NA,NA,NA,NA,4,4,4,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,"771-2017",9652,-1.21495767143014,0.189127532608515,-1.59202158390967,-0.846532584053502
"10151",2018,NA,771,NA,NA,NA,NA,NA,4,4,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,"771-2018",9653,-1.26089752411229,0.198940049678909,-1.62348932341459,-0.874904128044282
"10152",2019,NA,771,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"771-2019",9654,-1.29068711126161,0.214925089938231,-1.72444443507427,-0.880917719049928
"10153",2020,NA,771,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"771-2020",9655,-1.31929812926441,0.231556803068538,-1.75458520089938,-0.899918432115004
"10154",2021,NA,771,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"771-2021",9656,-1.34611383870844,0.269154450338404,-1.8835427368552,-0.844582342238242
"10155",1948,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,"775-1948",9657,-1.79027945116132,0.272685654882914,-2.32179566940177,-1.25845127537409
"10156",1949,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,"775-1949",9658,-1.84202864622326,0.226479729595605,-2.30302300926792,-1.39377185697001
"10157",1950,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,"775-1950",9659,-1.8514109614902,0.218482284318435,-2.28493510303365,-1.4407238620032
"10158",1951,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,"775-1951",9660,-1.86140850321814,0.220550339445075,-2.30175326860177,-1.451299197681
"10159",1952,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,"775-1952",9661,-1.86961784491568,0.219590348020628,-2.30790383299516,-1.44632592317329
"10160",1953,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,"775-1953",9662,-1.84108774369644,0.227177408242605,-2.28130903979394,-1.40812230245719
"10161",1954,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,"775-1954",9663,-1.82870355472974,0.215376196908985,-2.26406778028298,-1.40393894573554
"10162",1955,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,"775-1955",9664,-1.8262890374932,0.213371877069023,-2.253006870015,-1.41186655786567
"10163",1956,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"775-1956",9665,-1.79793260883982,0.211944645974671,-2.20225238928196,-1.38225507820904
"10164",1957,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"775-1957",9666,-1.78628392253965,0.213841755838864,-2.18430743011799,-1.35475012422276
"10165",1958,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"775-1958",9667,-1.77014747154761,0.211851325311005,-2.1959722301918,-1.35159516614772
"10166",1959,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"775-1959",9668,-1.78099482461496,0.208388882092744,-2.19550629599922,-1.37407828266145
"10167",1960,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"775-1960",9669,-1.77134768598924,0.215012378856455,-2.21284039123723,-1.35128232194858
"10168",1961,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"775-1961",9670,-1.77868355088781,0.208575452686786,-2.19322799146437,-1.3747864457918
"10169",1962,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"775-1962",9671,-1.78160027682109,0.213474965536094,-2.17643199726508,-1.34573120121225
"10170",1963,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"775-1963",9672,-1.78379028733074,0.214672561749873,-2.20424339583683,-1.36603527755027
"10171",1964,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"775-1964",9673,-1.7852189620588,0.21069338140245,-2.20448421432696,-1.38150930709773
"10172",1965,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"775-1965",9674,-1.77875664229969,0.207643619004288,-2.19675117773984,-1.37562749394754
"10173",1966,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"775-1966",9675,-1.7801164680821,0.212663458858554,-2.19813294222815,-1.37521879853536
"10174",1967,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"775-1967",9676,-1.77981992144551,0.213228572742664,-2.21768948385528,-1.37615120187499
"10175",1968,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"775-1968",9677,-1.78392056099952,0.212209371043684,-2.19604640644061,-1.36211790953897
"10176",1969,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"775-1969",9678,-1.77907279318984,0.211331456066919,-2.1983659764385,-1.37516409482096
"10177",1970,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"775-1970",9679,-1.77941641455216,0.206790312304178,-2.1928677070314,-1.36166008566659
"10178",1971,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"775-1971",9680,-1.77381423353141,0.202943123872758,-2.15608563272668,-1.38566531503065
"10179",1972,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"775-1972",9681,-1.76372614123048,0.212469590943006,-2.18976389161737,-1.36179598611029
"10180",1973,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,NA,NA,NA,NA,"775-1973",9682,-1.74558423760164,0.205772581528126,-2.16434125143529,-1.3257181141955
"10181",1974,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"775-1974",9683,-1.74992410223036,0.210843493151455,-2.15166472745155,-1.34645740858891
"10182",1975,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"775-1975",9684,-1.74449708976004,0.20089699540918,-2.14893794478676,-1.35073362220642
"10183",1976,NA,775,NA,NA,NA,NA,3,3,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"775-1976",9685,-1.71879445697497,0.200002911029551,-2.10510258913868,-1.33508729643594
"10184",1977,NA,775,NA,NA,NA,NA,4,3,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"775-1977",9686,-1.83329137005513,0.204784674605804,-2.2277409902349,-1.45292209536072
"10185",1978,NA,775,NA,NA,NA,NA,NA,3,NA,NA,NA,1,1,1,0,1,1,NA,NA,NA,NA,"775-1978",9687,-2.01961369213112,0.21541472100651,-2.45188273345004,-1.61444678205372
"10186",1979,NA,775,NA,NA,NA,NA,2,3,NA,NA,NA,0,1,0,0,0,1,NA,NA,NA,NA,"775-1979",9688,-1.69532930698177,0.217997599117108,-2.09748462709175,-1.25307839426765
"10187",1980,NA,775,NA,NA,NA,NA,NA,3,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"775-1980",9689,-1.64908376545835,0.208308848493599,-2.07405637296864,-1.23974387953457
"10188",1981,182,775,2,NA,0,0,NA,3,NA,NA,NA,0,1,0,0,0,1,NA,NA,NA,NA,"775-1981",9690,-1.56424705792122,0.199525329833798,-1.9606897048558,-1.17442809888085
"10189",1982,182,775,2,2,1,1,NA,3,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"775-1982",9691,-1.4740898463934,0.191638211147716,-1.87911523314795,-1.10082088739733
"10190",1983,182,775,2,0,1,1,3,4,NA,NA,NA,0,1,0,NA,NA,1,NA,NA,NA,NA,"775-1983",9692,-1.51781866013636,0.189333339161855,-1.89611273113906,-1.17341359501527
"10191",1984,182,775,2,0,2,1,3,3,NA,NA,NA,0,1,0,NA,NA,1,NA,NA,NA,NA,"775-1984",9693,-1.48502601983767,0.186262127445005,-1.84813163876521,-1.11695793683046
"10192",1985,182,775,2,1,2,0,3,4,NA,3,NA,0,1,0,NA,NA,1,NA,NA,NA,NA,"775-1985",9694,-1.55634924593432,0.187035187986785,-1.92893083329003,-1.17964097933634
"10193",1986,182,775,2,1,1,0,4,4,NA,3,NA,0,1,0,NA,NA,1,NA,NA,NA,NA,"775-1986",9695,-1.64000512723566,0.188092953717962,-2.00689709818606,-1.27878380931749
"10194",1987,182,775,1,0,0,0,5,3,NA,3,NA,0,1,0,NA,NA,1,NA,NA,NA,NA,"775-1987",9696,-1.7731784611342,0.190519231415906,-2.16130408231908,-1.40254859018857
"10195",1988,182,775,0,0,0,0,5,5,NA,3,NA,0,NA,0,NA,NA,1,NA,NA,NA,NA,"775-1988",9697,-1.89886356148751,0.184720514895171,-2.29293688898346,-1.559339605584
"10196",1989,182,775,0,0,0,0,4,4,NA,4,NA,0,NA,NA,NA,NA,1,0,NA,NA,0,"775-1989",9698,-1.74680188932342,0.169037849994755,-2.07979890588074,-1.41923132833713
"10197",1990,182,775,1,1,0,0,4,4,NA,5,NA,0,NA,NA,NA,NA,1,0,NA,NA,0,"775-1990",9699,-1.69927390008824,0.171735460379105,-2.05093383571106,-1.37109152874431
"10198",1991,182,775,1,1,0,0,4,4,NA,4,NA,0,NA,NA,NA,NA,1,231,231,235,1,"775-1991",9700,-1.95407790107876,0.124260708737534,-2.2021862659394,-1.71932577916695
"10199",1992,182,775,2,0,0,1,5,5,NA,3,NA,0,NA,NA,NA,NA,1,118,142,223,1,"775-1992",9701,-1.9084094028299,0.123041697423703,-2.15034140075334,-1.67223510587767
"10200",1993,182,775,1,0,0,0,5,5,NA,2,NA,0,NA,NA,NA,NA,1,0,NA,NA,0,"775-1993",9702,-1.76331423750952,0.162933280760151,-2.11307477502849,-1.45076130838583
"10201",1994,182,775,2,1,0,0,5,5,NA,3,NA,0,NA,NA,NA,NA,1,97,98,98,1,"775-1994",9703,-1.82701418710628,0.122515278466542,-2.07534373150178,-1.59353162667304
"10202",1995,182,775,2,0,0,0,4,5,NA,4,6,0,NA,NA,NA,NA,1,125,128,135,1,"775-1995",9704,-1.87984898556321,0.123419164895999,-2.14077846496862,-1.6388313931064
"10203",1996,182,775,1,1,0,0,4,4,NA,3,5,0,NA,NA,NA,NA,1,296,296,301,1,"775-1996",9705,-2.00038470899054,0.123954362937013,-2.25936347503191,-1.76725998668764
"10204",1997,182,775,0,1,0,0,5,5,NA,3,5,0,NA,NA,NA,NA,1,461,461,525,1,"775-1997",9706,-2.09526571827256,0.12816859014291,-2.35846592547063,-1.85511616131492
"10205",1998,182,775,0,1,0,0,4,5,NA,4,6,0,NA,NA,NA,NA,1,433,435,441,1,"775-1998",9707,-2.07831614501603,0.12970489299502,-2.33455142488029,-1.82807397714971
"10206",1999,182,775,0,1,0,0,4,4,NA,4,4,0,NA,NA,NA,NA,1,299,299,299,1,"775-1999",9708,-2.01265399366064,0.126784301932216,-2.2589133997212,-1.76538620766079
"10207",2000,182,775,0,0,0,0,4,5,NA,NA,5,0,NA,NA,NA,NA,1,457,457,467,1,"775-2000",9709,-2.07950913743355,0.128694072131765,-2.33865252293808,-1.84840089936963
"10208",2001,182,775,0,1,0,0,3,4,NA,NA,5,0,NA,NA,NA,NA,1,106,106,118,1,"775-2001",9710,-1.85516898871128,0.121911284124216,-2.11504217308938,-1.62122224287725
"10209",2002,182,775,0,1,1,1,3,4,NA,NA,5,0,NA,NA,NA,NA,1,238,249,281,1,"775-2002",9711,-1.9694552408178,0.123334370421794,-2.20918964355377,-1.72507248504028
"10210",2003,182,775,0,0,0,0,4,4,NA,NA,4,0,NA,NA,NA,NA,1,195,195,202,1,"775-2003",9712,-1.94084087183234,0.124561748745954,-2.190987256326,-1.69392165057602
"10211",2004,182,775,0,1,0,0,4,4,NA,NA,5,0,NA,NA,NA,NA,1,114,114,116,1,"775-2004",9713,-1.85860865960852,0.121285506921786,-2.09782481378306,-1.62715374819479
"10212",2005,182,775,0,1,0,0,4,4,NA,NA,6,0,NA,NA,NA,NA,1,191,198,205,1,"775-2005",9714,-1.93831931081919,0.122422702435704,-2.18529492513576,-1.70220652134262
"10213",2006,182,775,0,0,0,0,5,4,NA,NA,NA,0,NA,NA,NA,NA,1,189,192,208,1,"775-2006",9715,-1.95320149475704,0.124395103338703,-2.21504961981392,-1.72492449944478
"10214",2007,182,775,0,0,0,0,5,5,NA,NA,NA,0,NA,NA,NA,NA,1,220,292,400,1,"775-2007",9716,-2.01320752564191,0.127131332355172,-2.26261922784085,-1.77236135138832
"10215",2008,182,775,0,0,0,0,5,4,NA,NA,NA,0,NA,NA,NA,NA,1,53,54,66,1,"775-2008",9717,-1.75438546107312,0.119746196350182,-1.99051830342301,-1.5296385471392
"10216",2009,182,775,0,1,0,0,5,4,NA,NA,NA,0,NA,NA,NA,NA,1,0,NA,NA,0,"775-2009",9718,-1.61145788283644,0.147568325184193,-1.88590888755723,-1.33022765587584
"10217",2010,182,775,0,1,0,0,5,5,NA,NA,NA,0,NA,NA,NA,NA,1,25,25,25,1,"775-2010",9719,-1.64253913581315,0.116349589853235,-1.8768257970621,-1.42284666214622
"10218",2011,182,775,1,0,0,0,5,4,NA,NA,NA,0,NA,NA,NA,NA,1,89,89,93,1,"775-2011",9720,-1.80904677795747,0.119096148941462,-2.05119051069637,-1.57160188460207
"10219",2012,NA,775,NA,NA,NA,NA,4,4,NA,NA,NA,0,NA,NA,NA,NA,1,88,105,121,1,"775-2012",9721,-1.82588507273392,0.120668652439788,-2.07154547405215,-1.60000657087486
"10220",2013,NA,775,NA,NA,NA,NA,NA,4,4,NA,NA,0,NA,NA,NA,NA,1,26,27,37,1,"775-2013",9722,-1.65312365690622,0.116075713512121,-1.88466451731474,-1.43151970172934
"10221",2014,NA,775,NA,NA,NA,NA,4,4,4,NA,NA,0,NA,NA,NA,NA,1,13,43,67,1,"775-2014",9723,-1.68226419814525,0.117516002007753,-1.9176318426044,-1.46819477627187
"10222",2015,NA,775,NA,NA,NA,NA,4,4,4,NA,NA,0,NA,NA,NA,NA,1,30,30,33,1,"775-2015",9724,-1.65098467942531,0.117252132035544,-1.89088846119793,-1.42971843725245
"10223",2016,NA,775,NA,NA,NA,NA,5,5,5,NA,NA,0,NA,NA,NA,NA,NA,38,56,56,1,"775-2016",9725,-1.74318952598574,0.121355168049732,-1.99386838828727,-1.52799072958304
"10224",2017,NA,775,NA,NA,NA,NA,5,5,5,NA,NA,0,NA,NA,NA,NA,NA,1651,1776,1891,1,"775-2017",9726,-2.30717191424759,0.137522438073136,-2.58256258709047,-2.04412596067323
"10225",2018,NA,775,NA,NA,NA,NA,NA,5,4,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,"775-2018",9727,-1.90107331614842,0.232159945521333,-2.3539343031419,-1.41458865544903
"10226",2019,NA,775,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"775-2019",9728,-2.44498582191456,0.434936630880117,-3.45173048517381,-1.85579877304006
"10227",2020,NA,775,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"775-2020",9729,-2.65926259917497,0.460201587873531,-3.77365827031546,-2.01912484209917
"10228",2021,NA,775,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,600,600,600,1,"775-2021",9730,-2.75289799253222,0.471573714199382,-3.83847620285544,-2.03076914477182
"10229",1948,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,"780-1948",9731,0.713083424743101,0.590450851666267,-0.338907334233268,1.90684531791193
"10230",1949,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,"780-1949",9732,0.70137383912825,0.578848928082014,-0.343444164872652,1.89339459435398
"10231",1950,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,"780-1950",9733,0.666227494184529,0.576647572629356,-0.393438255307756,1.7925814718052
"10232",1951,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,"780-1951",9734,0.622446111690715,0.569143098823683,-0.383904260210164,1.7784093856423
"10233",1952,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"780-1952",9735,0.532287408459543,0.555453908800059,-0.493901018848791,1.67695015667554
"10234",1953,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"780-1953",9736,0.471599890469522,0.543386011884909,-0.503212736216537,1.60625647113925
"10235",1954,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"780-1954",9737,0.415054311801533,0.540626679273648,-0.571602052887891,1.48637448337604
"10236",1955,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"780-1955",9738,0.371454968289043,0.524434472991773,-0.551275965535232,1.47626704036569
"10237",1956,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"780-1956",9739,0.334570090611805,0.5097134550571,-0.559861993155773,1.40840503208328
"10238",1957,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"780-1957",9740,0.317667219688481,0.489246031823554,-0.547639986558449,1.31435275120236
"10239",1958,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"780-1958",9741,0.251110049545701,0.486853021634467,-0.626455965373327,1.24909733194492
"10240",1959,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"780-1959",9742,0.195242442992859,0.480441182572413,-0.647909682644014,1.21854653402242
"10241",1960,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"780-1960",9743,0.145949912090076,0.470274716589962,-0.691035318956832,1.14468636410596
"10242",1961,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"780-1961",9744,0.102864214058952,0.478954113229317,-0.752305790408257,1.10451367417049
"10243",1962,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"780-1962",9745,0.0780530910213272,0.476784757154339,-0.748293305142368,1.09330149383192
"10244",1963,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"780-1963",9746,0.0516471202760455,0.460562673106337,-0.790142443682488,1.07280952373241
"10245",1964,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"780-1964",9747,0.0325726170467405,0.44203750602431,-0.721311558155429,1.00795503227844
"10246",1965,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"780-1965",9748,0.0160069926291584,0.436731222462285,-0.755949948284993,0.942172066624834
"10247",1966,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"780-1966",9749,-0.00643502736621705,0.433655565021644,-0.735207672180868,0.96329628637384
"10248",1967,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"780-1967",9750,-0.0232501355245542,0.41428298931113,-0.725006408505392,0.882871497822736
"10249",1968,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"780-1968",9751,-0.0467832189265692,0.429141293245031,-0.802550617992803,0.847123468222724
"10250",1969,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"780-1969",9752,-0.0555527910257472,0.424908452104019,-0.822689782822406,0.80933600365357
"10251",1970,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"780-1970",9753,-0.0741322024512636,0.421774683190261,-0.856837849274236,0.736396881244122
"10252",1971,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,NA,NA,NA,NA,"780-1971",9754,-0.102144846683357,0.412815476916606,-0.889978302506787,0.718867804999143
"10253",1972,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"780-1972",9755,-0.0724374383445595,0.391160319392898,-0.766167567441335,0.717865287354488
"10254",1973,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"780-1973",9756,-0.0356406050157927,0.370499636500808,-0.693583340481206,0.709460564838847
"10255",1974,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"780-1974",9757,0.00171099136184765,0.362624966807465,-0.692497470277074,0.715136422554023
"10256",1975,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"780-1975",9758,0.0407227978581451,0.324446061814283,-0.604307552901845,0.641652603693413
"10257",1976,NA,780,NA,NA,NA,NA,3,2,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"780-1976",9759,0.029524011204423,0.282524253134934,-0.582852642444519,0.572731368761841
"10258",1977,NA,780,NA,NA,NA,NA,2,1,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"780-1977",9760,0.264253664586564,0.256512035378652,-0.221074985799955,0.787455948483154
"10259",1978,NA,780,NA,NA,NA,NA,2,1,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"780-1978",9761,0.292223459993943,0.252311135987746,-0.165308047948414,0.819010845033454
"10260",1979,NA,780,NA,NA,NA,NA,3,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"780-1979",9762,0.133172446467887,0.255794899194864,-0.3611835927179,0.634020364846245
"10261",1980,NA,780,NA,NA,NA,NA,2,1,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"780-1980",9763,0.131654198745211,0.263160890750906,-0.339518262360255,0.663573330904504
"10262",1981,596,780,2,0,2,2,3,2,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"780-1981",9764,-0.20242617596416,0.262338298587607,-0.708589805536482,0.328796287163801
"10263",1982,596,780,2,0,1,1,3,2,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"780-1982",9765,-0.447186656811876,0.292244457681232,-1.03979158418416,0.112108733907117
"10264",1983,596,780,2,0,0,1,5,4,NA,NA,NA,0,1,1,NA,NA,1,NA,NA,NA,NA,"780-1983",9766,-2.14644827099578,0.212795610893267,-2.55696297477872,-1.70902602122262
"10265",1984,596,780,1,0,0,0,5,4,NA,NA,NA,0,1,1,NA,NA,1,NA,NA,NA,NA,"780-1984",9767,-2.24231497267044,0.198633108101681,-2.64704589864808,-1.87851821626456
"10266",1985,596,780,0,0,0,0,5,4,NA,3,NA,0,1,1,NA,NA,1,NA,NA,NA,NA,"780-1985",9768,-2.23052092576032,0.197020121682577,-2.61010473939527,-1.86413712152133
"10267",1986,596,780,0,0,0,1,5,4,NA,3,NA,0,1,1,NA,NA,1,NA,NA,NA,NA,"780-1986",9769,-2.18688124494111,0.18423723147642,-2.56659277710065,-1.83841274379137
"10268",1987,596,780,0,0,0,0,5,4,NA,3,NA,0,1,1,NA,NA,1,NA,NA,NA,NA,"780-1987",9770,-2.15619722154792,0.182848850981195,-2.52804885407353,-1.80342794015123
